horairedebitmax,debithorairemax,gid,nbvoies,Avg car by lane,distancelignearret,identifiantcontroleur,identifiantptm,lat,lon,moyennejoursouvrable,nom,positionnement,typecapteur,typepostemesure
17h00,1441,2332,2,720.5,130,183,116,45.74984363,4.858779819,18130,116_Gambetta_Thomas_Boisard,116_VR,Capteur inductif Criter,Boucle inductive TV
17h00,811,2344,2,405.5,85,157,125,45.76865903,4.83958307,8332,125_Pt. Morand_Serbie_Lassagne,125_VL,Capteur inductif Criter,Boucle inductive TV
17h00,454,2345,1,454,46,297,104,45.73424363,4.87395083,4766,104_Bastie_Frere_Mermoz,104_V,Capteur inductif Criter,Boucle inductive TV
17h00,412,2353,1,412,110,178,112,45.74509882,4.871019905,5394,112_Pl. Courtois_Thomas_Lumiere,112_V,Capteur inductif Criter,Boucle inductive TV
17h00,1086,2363,2,543,71,2169,400,45.70871487,4.88588823,10239,400_Curie_Dormoy_Guesde,400_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1086,2364,2,543,71,2169,400,45.70873783,4.885921676,10239,400_Curie_Dormoy_Guesde,400_VR,Capteur inductif Criter,Boucle inductive TV
17h00,748,2372,2,374,62,796,427,45.70528406,4.911403927,6886,427_Lyon_Germain_Condorcet,427_VL,Capteur inductif Criter,Boucle inductive TV
17h00,748,2373,2,374,62,796,427,45.70530522,4.911425523,6886,427_Lyon_Germain_Condorcet,427_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1365,2382,2,682.5,110,409,25,45.74047492,4.856507006,17054,25_Berthelot_Tch̩coslovaque_Eternite,25_VL,Capteur inductif Criter,Boucle inductive TV
17h00,496,2394,2,248,130,12,871,45.77124903,4.789746299,5469,871_Hugo_Verdun_Giratoire,871_VL,Capteur inductif Criter,Boucle inductive TV
17h00,691,2399,1,691,96,2269,251,45.77589167,4.845936384,6720,251_Belges_Duguesclin_Leclerc,251_V,Capteur inductif Criter,Boucle inductive TV
17h00,1103,2400,2,551.5,118,569,253,45.77260348,4.85327305,13048,253_Belges_Verguin_Duquesne,253_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1587,2402,2,793.5,69,2169,401,45.70757359,4.887265627,13759,401_Croizat_Curie_24 Aout,401_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1587,2410,2,793.5,69,2169,401,45.70756598,4.887237308,13759,401_Croizat_Curie_24 Aout,401_VL,Capteur inductif Criter,Boucle inductive TV
17h00,448,2411,2,224,32,358,55,45.77285615,4.859568339,5336,55_Philip_Guerin_Stalingrad,55_VR,Capteur inductif Criter,Boucle inductive TV
17h00,448,2422,2,224,32,358,55,45.7728812,4.85957047,5336,55_Philip_Guerin_Stalingrad,55_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1330,2436,2,665,66,10,449,45.76984969,4.788186766,14639,449_Hugo_Valvert_Vallon,449_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1330,2437,2,665,66,10,449,45.76983244,4.788221362,14639,449_Hugo_Valvert_Vallon,449_VR,Capteur inductif Criter,Boucle inductive TV
17h00,667,2462,2,333.5,59,2169,417,45.70892578,4.887195784,4796,417_Guesde_Pernet_Croizat,417_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1619,2464,4,404.75,182,185,50,45.75137881,4.853650168,18125,50_Garibaldi_Gambetta_Boisard,50_VL,Capteur inductif Criter,Boucle inductive TV
17h00,419,2469,1,419,0,515,33,45.74135397,4.827833722,2834,33_Leclerc_Girondins_QG Frere,33_V,Capteur inductif Criter,Boucle inductive TV
17h00,222,2480,1,222,0,2375,412,45.75655422,4.814983147,2021,412_Choulans_Alexandre_Trion,412_V,Capteur inductif Criter,Boucle inductive TV
17h00,1365,2490,2,682.5,110,409,25,45.7405045,4.856521616,17054,25_Berthelot_Tch̩coslovaque_Eternite,25_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1619,2492,4,404.75,182,185,50,45.75137992,4.853692448,18125,50_Garibaldi_Gambetta_Boisard,50_VM1,Capteur inductif Criter,Boucle inductive TV
17h00,718,2506,1,718,113,2362,483,45.7369553,4.774639874,7990,483_Chater_Vieux Chateau_Chantegrillet,483_V,Capteur inductif Criter,Boucle inductive TV
17h00,1341,2515,2,670.5,175,400,315,45.74829603,4.832160929,13317,315_Pt Gallieni_Bernard_Gailleton,315_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1341,2516,2,670.5,175,400,315,45.74831637,4.832173635,13317,315_Pt Gallieni_Bernard_Gailleton,315_VL,Capteur inductif Criter,Boucle inductive TV
17h00,495,2544,1,495,39,692,168,45.77566747,4.802662966,6903,168_Marietton_N̩rard_Tissot,168_V,Capteur inductif Criter,Boucle inductive TV
17h00,553,2555,2,276.5,119,244,176,45.75749422,4.835843829,7910,176_Barre_Courmont_Le Viste,176_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1807,2557,4,451.75,112,278,323,45.74742153,4.851274902,22436,323_Garibaldi_Domer_Repos,323_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1807,2558,4,451.75,112,278,323,45.7474003,4.851301918,22436,323_Garibaldi_Domer_Repos,323_VM1,Capteur inductif Criter,Boucle inductive TV
17h00,1807,2559,4,451.75,112,278,323,45.74737841,4.851327432,22436,323_Garibaldi_Domer_Repos,323_VM2,Capteur inductif Criter,Boucle inductive TV
17h00,1003,2560,4,250.75,87,406,324,45.74422974,4.847978033,11233,324_Garibaldi_Vienne_Berthelot,324_VM2,Capteur inductif Criter,Boucle inductive TV
17h00,1003,2561,4,250.75,87,406,324,45.74421778,4.848005473,11233,324_Garibaldi_Vienne_Berthelot,324_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1003,2562,4,250.75,87,406,324,45.74424595,4.847944897,11233,324_Garibaldi_Vienne_Berthelot,324_VM1,Capteur inductif Criter,Boucle inductive TV
17h00,1003,2563,4,250.75,87,406,324,45.74426003,4.847914608,11233,324_Garibaldi_Vienne_Berthelot,324_VL,Capteur inductif Criter,Boucle inductive TV
17h00,612,2564,1,612,156,834,327,45.76675399,4.999440027,7059,327_Republique_Gonon_Lebrun,327_VL,Capteur inductif Criter,Boucle inductive TV
17h00,967,2565,2,483.5,59,2119,634,45.7518781,4.907443393,12844,634_Bonnevay_Bretelle N_Genas,634_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1347,2567,2,673.5,198,2030,330,45.7701953,4.906507128,15170,330_4 Aout_Cusset_Peri,330_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1347,2568,2,673.5,198,2030,330,45.77020287,4.906476536,15170,330_4 Aout_Cusset_Peri,330_VR,Capteur inductif Criter,Boucle inductive TV
17h00,356,2570,1,356,52,2584,419,45.69672698,4.886624455,4148,419_Houel_Ferry_Croizat,419_V,Capteur inductif Criter,Boucle inductive TV
17h00,1260,2576,2,630,69,556,754,45.76637737,4.859206358,14535,754_Favre_Vauban_Brosset,754_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1260,2577,2,630,69,556,754,45.76637632,4.859176349,14535,754_Favre_Vauban_Brosset,754_VR,Capteur inductif Criter,Boucle inductive TV
17h00,521,2578,1,521,110,734,335,45.73751609,4.852501227,5977,335_Vienne_Croix_Delore,335_V,Capteur inductif Criter,Boucle inductive TV
17h00,329,2581,1,329,110,2194,420,45.69610396,4.882197394,3714,420_Oschatz_Dreyfus_Gambetta,420_V,Capteur inductif Criter,Boucle inductive TV
17h00,543,2590,1,543,159,20,353,45.75298406,4.772855627,6309,353_Curie_Papon_Brignais,353_V,Capteur inductif Criter,Boucle inductive TV
17h00,553,2591,1,553,0,2623,354,45.75185074,4.771018628,6367,354_Brignais_Curie_PP Chater,354_V,Capteur inductif Criter,Boucle inductive TV
17h00,481,2593,1,481,188,78,355,45.75625763,4.802524228,4774,355_Point du Jou_Luzy_Locard,355_V,Capteur inductif Criter,Boucle inductive TV
17h00,1291,2602,2,645.5,81,2186,424,45.71172261,4.900732803,12820,424_de Gaulle_Amadeo_Cot,424_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1291,2603,2,645.5,81,2186,424,45.71174975,4.900763508,12820,424_de Gaulle_Amadeo_Cot,424_VR,Capteur inductif Criter,Boucle inductive TV
17h00,649,2628,2,324.5,44,2276,151,45.75887939,4.830671694,7412,151_Chambonnet_Bellecour_Tilsitt,151_VL,Capteur inductif Criter,Boucle inductive TV
17h00,649,2629,2,324.5,44,2276,151,45.75885287,4.830658706,7412,151_Chambonnet_Bellecour_Tilsitt,151_VR,Capteur inductif Criter,Boucle inductive TV
17h00,204,2634,1,204,108,18,366,45.75699659,4.783977711,2559,366_Menival_Sicard_Hesperides,366_V,Capteur inductif Criter,Boucle inductive TV
17h00,669,2635,1,669,133,73,383,45.76416851,4.78789529,6173,383_Buyer_Patel_Hesperides,383_V,Capteur inductif Criter,Boucle inductive TV
17h00,594,2637,2,297,65,16,371,45.75801486,4.775839211,5499,371_Brosset_Lauterbourg_de Gaulle,371_VL,Capteur inductif Criter,Boucle inductive TV
17h00,594,2638,2,297,65,16,371,45.75799042,4.775824869,5499,371_Brosset_Lauterbourg_de Gaulle,371_VR,Capteur inductif Criter,Boucle inductive TV
17h00,664,2639,1,664,89,869,382,45.74068505,4.772541455,7562,382_Chaert_Grandes Terres_Grande Rue,382_V,Capteur inductif Criter,Boucle inductive TV
17h00,454,2641,1,454,105,93,379,45.75591697,4.807277168,5203,379_Point du Jour_Favorite_Charcot,379_V,Capteur inductif Criter,Boucle inductive TV
17h00,420,2644,1,420,110,15,386,45.759365,4.773990702,4710,386_Foch_8 Mai_de Gaulle,386_V,Capteur inductif Criter,Boucle inductive TV
17h00,224,2647,1,224,50,539,389,45.73665031,4.860884506,1216,389_Villon_Kleinclausz_Etats Unis,389_V,Capteur inductif Criter,Boucle inductive TV
17h00,308,2650,1,308,65,535,391,45.73559513,4.863933146,3846,391_Cazeneuve_Privas_Etats Unis,391_V,Capteur inductif Criter,Boucle inductive TV
17h00,718,2657,2,359,0,2155,62,45.72687525,4.869435828,7898,62_Etats Unis_Leriche_Viviani,62_VR,Capteur inductif Criter,Boucle inductive TV
17h00,718,2658,2,359,0,2155,62,45.72686152,4.869404275,7898,62_Etats Unis_Leriche_Viviani,62_VL,Capteur inductif Criter,Boucle inductive TV
17h00,528,2659,1,528,69,2155,394,45.72410416,4.872667302,5304,394_Viviani_Valensaut_Etats Unis,394_V,Capteur inductif Criter,Boucle inductive TV
17h00,1353,2660,2,676.5,64,2155,395,45.7236341,4.872217682,15313,395_Curie_Bonnevay_Viviani,395_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1353,2661,2,676.5,64,2155,395,45.7236235,4.872184801,15313,395_Curie_Bonnevay_Viviani,395_VR,Capteur inductif Criter,Boucle inductive TV
17h00,863,2670,2,431.5,95,146,146,45.76751222,4.828985446,6630,146_Vincent_Martiniere_Pt. La Feuillee,146_VR,Capteur inductif Criter,Boucle inductive TV
17h00,863,2671,2,431.5,95,146,146,45.76749304,4.828966895,6630,146_Vincent_Martiniere_Pt. La Feuillee,146_VL,Capteur inductif Criter,Boucle inductive TV
17h00,184,2675,1,184,172,137,535,45.77237805,4.818645352,1875,535_Bony_XRousse_Chaziere,535_V,Capteur inductif Criter,Boucle inductive TV
17h00,406,2684,1,406,65,2170,404,45.70642488,4.888621036,2953,404_24 Aout_Lyonnais_Croizat,404_V,Capteur inductif Criter,Boucle inductive TV
17h00,1601,2689,4,400.25,65,293,128,45.74589734,4.849371929,20698,128_Garibaldi_Repos_Vienne,128_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1601,2690,4,400.25,65,293,128,45.74587976,4.849405003,20698,128_Garibaldi_Repos_Vienne,128_VM1,Capteur inductif Criter,Boucle inductive TV
17h00,1601,2691,4,400.25,65,293,128,45.7458491,4.849469395,20698,128_Garibaldi_Repos_Vienne,128_VR,Capteur inductif Criter,Boucle inductive TV
17h00,687,2700,2,343.5,44,498,577,45.77270595,4.861173641,8000,577_Philip_Dayan_Dutrievoz,577_VR,Capteur inductif Criter,Boucle inductive TV
17h00,687,2701,2,343.5,44,498,577,45.77268026,4.861169515,8000,577_Philip_Dayan_Dutrievoz,577_VL,Capteur inductif Criter,Boucle inductive TV
17h00,631,2702,2,315.5,72,498,579,45.77264634,4.862127316,7687,579_Philip_Dutrievoz_Rolland,579_VR,Capteur inductif Criter,Boucle inductive TV
17h00,631,2703,2,315.5,72,498,579,45.77262371,4.862124803,7687,579_Philip_Dutrievoz_Rolland,579_VL,Capteur inductif Criter,Boucle inductive TV
17h00,599,2713,2,299.5,133,758,590,45.79160251,4.798835301,6804,590_Lanessan_25e RTS_Champagne,590_VL,Capteur inductif Criter,Boucle inductive TV
17h00,599,2714,2,299.5,133,758,590,45.79158287,4.79883737,6804,590_Lanessan_25e RTS_Champagne,590_VR,Capteur inductif Criter,Boucle inductive TV
17h00,756,2718,1,756,91,666,593,45.79456368,4.823870524,8053,593_Sedallian_Carret_Mouriquand,593_V,Capteur inductif Criter,Boucle inductive TV
17h00,1143,2722,2,571.5,129,697,597,45.77458476,4.793705516,12145,597_Marietton_Ducherel_Verdun,597_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1143,2723,2,571.5,129,697,597,45.7745998,4.793678188,12145,597_Marietton_Ducherel_Verdun,597_VL,Capteur inductif Criter,Boucle inductive TV
17h00,475,2725,1,475,94,2285,598,45.77676417,4.79481681,4653,598_Duchere_Diebold_Roches,598_V,Capteur inductif Criter,Boucle inductive TV
17h00,588,2726,1,588,69,74,600,45.76407269,4.792028814,5287,600_Buyer_Benoit_Patel,600_V,Capteur inductif Criter,Boucle inductive TV
17h00,665,2732,1,665,88,-1,1545,45.8196877,4.862821828,6441,1545_Marronniers_Charvieux_Ampere,1545_V,Capteur inductif Criter,Boucle inductive TV
17h00,590,2745,2,295,104,872,282,45.73343597,4.776038049,6701,282_Liberation_Boiron_Razes,282_VR,Capteur inductif Criter,Boucle inductive TV
17h00,590,2746,2,295,104,872,282,45.73343917,4.776080895,6701,282_Liberation_Boiron_Razes,282_VL,Capteur inductif Criter,Boucle inductive TV
17h00,605,2748,2,302.5,43,442,284,45.76997099,4.862353722,6551,284_Emeraudes_Thiers_Hernu,284_VL,Capteur inductif Criter,Boucle inductive TV
17h00,605,2749,2,302.5,43,442,284,45.7699889,4.86233686,6551,284_Emeraudes_Thiers_Hernu,284_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1710,2773,2,855,90,2477,612,45.78494206,4.847051967,23667,612_Autoberge_Bellevue,612_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1710,2774,2,855,90,2477,612,45.78492299,4.847074681,23667,612_Autoberge_Bellevue,612_VL,Capteur inductif Criter,Boucle inductive TV
17h00,706,2790,2,353,140,215,626,45.75708233,4.859605198,8202,626_Bert_Vivier Merle_Villette,626_VR,Capteur inductif Criter,Boucle inductive TV
17h00,706,2791,2,353,140,215,626,45.75705648,4.859608432,8202,626_Bert_Vivier Merle_Villette,626_VL,Capteur inductif Criter,Boucle inductive TV
17h00,594,2797,2,297,0,806,295,45.70211386,4.855397394,4567,295_Farge_Fernandez_Thorez,295_V,Capteur inductif Criter,Boucle inductive TV
17h00,667,2803,2,333.5,59,2169,417,45.70892185,4.887232402,4796,417_Guesde_Pernet_Croizat,417_VR,Capteur inductif Criter,Boucle inductive TV
17h00,1166,2804,2,583,95,2188,418,45.69805453,4.887517435,10560,418_Croizat_Bert_Houel,418_VL,Capteur inductif Criter,Boucle inductive TV
17h00,588,2805,2,294,72,599,301,45.73169496,4.825438087,5179,301_Debourg_Rhone_Perrin,301_VL,Capteur inductif Criter,Boucle inductive TV
17h00,1166,2806,2,583,95,2188,418,45.69805486,4.887548355,10560,418_Croizat_Bert_Houel,418_VR,Capteur inductif Criter,Boucle inductive TV
17h00,2690,2816,3,896.6666667,480,2492,309,45.7224721,4.842126885,25462,309_Chambaud la Bruyere_Bernard_Bonnevay,309_VR,Capteur inductif Criter,Boucle inductive TV
17h00,2690,2817,3,896.6666667,480,2492,309,45.72247357,4.842060699,25462,309_Chambaud la Bruyere_Bernard_Bonnevay,309_VL,Capteur inductif Criter,Boucle inductive TV
17h00,2690,2818,3,896.6666667,480,2492,309,45.72247285,4.842093056,25462,309_Chambaud la Bruyere_Bernard_Bonnevay,309_VM,Capteur inductif Criter,Boucle inductive TV
18h00,258,44,1,258,88,-1,1251,45.7748788,4.786525092,2335,1251_Verdun_Marietton_Sauvegarde,1251_V,Capteur inductif Criter,Boucle inductive TV
18h00,135,53,1,135,83,2685,1247,45.77555058,4.775988583,1460,1247_Payen_Luizet_Chancrlier,1247_V,Capteur inductif Criter,Boucle inductive TV
18h00,682,79,2,341,104,2760,1283,45.76253081,4.933598518,7055,1283_Droits de l'Homme_Dumas_Grosso,1283_VL,Capteur inductif Criter,Boucle inductive TV
18h00,593,80,1,593,102,-1,1280,45.76332338,4.931686555,5248,1280_Grosso_Catupolan_Droits de l' Homme,1280_V,Capteur inductif Criter,Boucle inductive TV
18h00,582,94,1,582,81,-1,1330,45.81400218,4.861468253,6641,1330_de Gaulle_Bois Roux_Oiseaux,1330_V,Capteur inductif Criter,Boucle inductive TV
18h00,165,110,1,165,79,887,1300,45.76272172,4.975012554,1004,1300_Sully_Brel_Marceau,1300_V,Capteur inductif Criter,Boucle inductive TV
18h00,332,123,2,166,25,183,1289,45.74882018,4.859411974,691,1289_Tchecoslovaques_Lumiere_Gambetta,1289_VR,Capteur inductif Criter,Boucle inductive TV
18h00,332,124,2,166,25,183,1289,45.74881523,4.859448573,691,1289_Tchecoslovaques_Lumiere_Gambetta,1289_VL,Capteur inductif Criter,Boucle inductive TV
18h00,512,134,1,512,135,669,485,45.78834706,4.810639208,3961,485_Baizet_TEO_St Cyr,485_V,Capteur inductif Criter,Boucle inductive TV
18h00,419,136,1,419,89,-1,1234,45.758392,4.762670488,3891,1234_Mermet_Alizes_Deperet,1234_V,Capteur inductif Criter,Boucle inductive TV
18h00,718,138,1,718,79,2736,1236,45.75729,4.773635078,8735,1236_de Gaulle_Mermet_PP,1236_V,Capteur inductif Criter,Boucle inductive TV
18h00,1041,145,1,1041,85,-1,1334,45.79612895,4.875779354,11063,1334_Strasbourg_Picot_Panorama,1334_V,Capteur inductif Criter,Boucle inductive TV
18h00,744,151,1,744,106,-1,1240,45.74734681,4.716992859,6896,1240_Dumond_Moulin_Dumont,1240_V,Capteur inductif Criter,Boucle inductive TV
18h00,763,165,1,763,283,2089,1394,45.76679929,4.897616317,9060,1394_Pressense_Venise_8 Mai,1394_V,Capteur inductif Criter,Boucle inductive TV
18h00,298,172,1,298,100,-1,1402,45.803068,4.83833051,1948,1402_Termier_Porcher_Carrie,1402_V,Capteur inductif Criter,Boucle inductive TV
18h00,132,175,1,132,137,-1,1407,45.8019943,4.823195227,674,1407_Fayolle_Lyon_Cordier,1407_V,Capteur inductif Criter,Boucle inductive TV
18h00,128,189,1,128,78,144,1442,45.76947106,4.825630488,1522,1442_Giraud_Annonciade_Rivet,1442_V,Capteur inductif Criter,Boucle inductive TV
18h00,671,233,1,671,86,995,1348,45.80642681,4.843633977,5976,1348_Clemenceau_Castellane_Lycee Ambrosa,1348_V,Capteur inductif Criter,Boucle inductive TV
18h00,443,254,1,443,75,-1,1371,45.68864068,4.862759252,5538,1371_11 Novembre_Lenine_Polyclinique,1371_V,Capteur inductif Criter,Boucle inductive TV
18h00,299,255,1,299,77,2204,1372,45.69036747,4.867235684,3213,1372_Resistance_Moulin_8 Mai,1372_V,Capteur inductif Criter,Boucle inductive TV
18h00,503,265,1,503,72,-1,1385,45.75895219,4.770123302,4378,1385_Mermet_Cosmos_Nectoux,1385_V,Capteur inductif Criter,Boucle inductive TV
18h00,490,273,1,490,86,2082,1490,45.76531243,4.889546534,6495,1490_1er Mars_4 Aout_4 Aout,1490_V,Capteur inductif Criter,Boucle inductive TV
18h00,469,286,1,469,108,2102,1497,45.76036195,4.902487146,5408,1497_Blum_Delle_Baratin,1497_V,Capteur inductif Criter,Boucle inductive TV
18h00,611,296,1,611,111,-1,1553,45.83027836,4.848652417,6037,1553_Illhaeusern_Island_Leclerc,1553_V,Capteur inductif Criter,Boucle inductive TV
18h00,381,304,1,381,93,-1,1558,45.79073682,4.859135269,3498,1558_Saint Clair_Wette Fays_Soldats,1558_V,Capteur inductif Criter,Boucle inductive TV
18h00,400,309,1,400,100,-1,1564,45.87647114,4.84690166,4117,1564_Pollet_Vosne_Blanchisserie,1564_V,Capteur inductif Criter,Boucle inductive TV
18h00,461,329,1,461,80,89,1454,45.75001906,4.796821477,5069,1454_Charcot_St Luc_Guerin,1454_V,Capteur inductif Criter,Boucle inductive TV
18h00,13,336,1,13,72,656,1458,45.74632159,4.825316481,183,1458_Suchet_Smith_Charlemagne,1458_V,Capteur inductif Criter,Boucle inductive TV
18h00,609,349,1,609,88,-1,1471,45.78577806,4.888418799,5624,1471_Feyssine_Bonnevay_Einstein,1471_V,Capteur inductif Criter,Boucle inductive TV
18h00,343,357,1,343,95,2098,1507,45.75712986,4.885303442,3944,1507_Perrin_Balzac_Jaures,1507_V,Capteur inductif Criter,Boucle inductive TV
18h00,273,365,1,273,93,-1,1516,45.75065289,4.859724819,2320,1516_Contre allee V.Merle_Boisard_Gambetta,1516_V,Capteur inductif Criter,Boucle inductive TV
18h00,369,368,1,369,110,312,1520,45.75589436,4.861652511,3036,1520_Duvernet_Faure_Bert,1520_V,Capteur inductif Criter,Boucle inductive TV
18h00,554,376,1,554,105,418,1529,45.73874294,4.874078265,5898,1529_Bastie_Pomone-Jean XXIII,1529_V,Capteur inductif Criter,Boucle inductive TV
18h00,188,377,1,188,95,539,1530,45.73768102,4.862038781,1686,1530_Villon_Etats-Unis_Berthelot,1530_V,Capteur inductif Criter,Boucle inductive TV
18h00,600,386,1,600,92,761,1609,45.78610596,4.748126078,5596,1609_Paris_Chalets_Paix,1609_V,Capteur inductif Criter,Boucle inductive TV
18h00,429,414,1,429,64,616,1776,45.75613047,4.848462312,4365,1776_Crequi _ Rancy _ Bert,1776_V,Capteur inductif Criter,Boucle inductive TV
18h00,618,427,2,309,41,2606,1767,45.76290006,4.862199993,7345,1767_Saint - Antoine _ Villette _ Flandin,1767_VL,Capteur inductif Criter,Boucle inductive TV
18h00,1230,430,2,615,112,313,1770,45.75683916,4.862699151,15246,1770_Lacassagne _ Bert_ Moissonnier,1770_VL,Capteur inductif Criter,Boucle inductive TV
18h00,1230,431,2,615,112,313,1770,45.75685016,4.862714388,15246,1770_Lacassagne _ Bert_ Moissonnier,1770_VR,Capteur inductif Criter,Boucle inductive TV
18h00,486,437,1,486,0,-1,1620,45.71736399,4.811590913,4810,1620_Semard_Aulagne_Grande Rue,1620_V,Capteur inductif Criter,Boucle inductive TV
18h00,479,440,1,479,97,-1,1624,45.73566969,4.797067134,4112,1624_Chatelain_Montray_11 Novembre,1624_V,Capteur inductif Criter,Boucle inductive TV
18h00,469,457,1,469,0,-1,1584,45.79413844,4.793585697,5132,1584_Lanessan_Bartet_Dellevaux,1584_V,Capteur inductif Criter,Boucle inductive TV
18h00,257,460,1,257,104,-1,1627,45.74011056,4.797310667,2463,1627_Jarrosson_Fonds_de Gaulle,1627_V,Capteur inductif Criter,Boucle inductive TV
18h00,3482,495,2,1741,0,-1,2006,45.76412631,4.801988956,47521,2006_Voie_A6_Vaise_Paris_2,2006_VR,Capteur inductif Criter,Boucle inductive TV
18h00,1304,511,2,652,0,-1,1831,45.73376764,4.900923851,14768,1831_Entr̩e_PLB_A43_Paris1,1831_VL,Capteur inductif Criter,Boucle inductive TV
18h00,397,513,1,397,297,2077,2138,45.76363967,4.87443198,4623,2138_Tolstoi_Pl. A. Thomas_Richelieu,2138_V,Capteur inductif Criter,Boucle inductive TV
18h00,406,516,1,406,68,2077,2137,45.76346074,4.873983662,4622,2137_Sangnier_Pl. A. Thomas_Clos Poncet,2137_V,Capteur inductif Criter,Boucle inductive TV
18h00,524,521,1,524,0,2103,2146,45.76079886,4.907356389,5715,2146_Blum_Bonnevay_Fays,2146_V,Capteur inductif Criter,Boucle inductive TV
18h00,832,527,2,416,0,-1,1856,45.76870172,4.904175885,8459,1856_Entr̩e_PLB_Cusset_Paris,1856_VR,Capteur inductif Criter,Boucle inductive TV
18h00,832,530,2,416,0,-1,1856,45.76871726,4.90421787,8459,1856_Entr̩e_PLB_Cusset_Paris,1856_VL,Capteur inductif Criter,Boucle inductive TV
18h00,3482,543,2,1741,0,-1,2006,45.76414796,4.802020376,47521,2006_Voie_A6_Vaise_Paris_2,2006_VL,Capteur inductif Criter,Boucle inductive TV
18h00,1304,572,2,652,0,-1,1831,45.73378204,4.900880343,14768,1831_Entr̩e_PLB_A43_Paris1,1831_VR,Capteur inductif Criter,Boucle inductive TV
18h00,979,579,2,489.5,0,-1,1836,45.73650254,4.903300609,7288,1836_Sortie_PLB_Marseille_Vinatier,1836_VL,Capteur inductif Criter,Boucle inductive TV
18h00,979,588,2,489.5,0,-1,1836,45.73651668,4.903268378,7288,1836_Sortie_PLB_Marseille_Vinatier,1836_VR,Capteur inductif Criter,Boucle inductive TV
18h00,682,610,2,341,104,2760,1283,45.76252843,4.933567465,7055,1283_Droits de l'Homme_Dumas_Grosso,1283_VR,Capteur inductif Criter,Boucle inductive TV
18h00,2980,615,1,2980,88,980,1306,45.78862268,4.842522585,3310,1306_Monnet_Pasteur_Margnolles,1306_V,Capteur inductif Criter,Boucle inductive TV
18h00,470,623,1,470,80,-1,1406,45.80107758,4.825412566,3321,1406_Berlioz_Chalinel_Cordier,1406_V,Capteur inductif Criter,Boucle inductive TV
18h00,296,634,1,296,79,2198,1384,45.69447915,4.874502921,3175,1384_Cagne_Herriot_8 Mai,1384_V,Capteur inductif Criter,Boucle inductive TV
18h00,613,638,1,613,90,-1,1552,45.82493201,4.85364455,5851,1552_Illhaeusern_Varennes_Island,1552_V,Capteur inductif Criter,Boucle inductive TV
18h00,618,653,2,309,41,2606,1767,45.76292694,4.862196806,7345,1767_Saint - Antoine _ Villette _ Flandin,1767_VR,Capteur inductif Criter,Boucle inductive TV
18h00,591,664,1,591,97,-1,1331,45.80698547,4.890790854,4685,1331_Geneve_Iles_Rau,1331_V,Capteur inductif Criter,Boucle inductive TV
18h00,1880,689,3,626.6666667,163,259,906,45.76630149,4.838338763,26269,906_Moulin_Bat d'Argent_Tremie,906_VL,Capteur inductif Criter,Boucle inductive TV
18h00,1880,691,3,626.6666667,163,259,906,45.76630108,4.838310748,26269,906_Moulin_Bat d'Argent_Tremie,906_VM,Capteur inductif Criter,Boucle inductive TV
18h00,1880,692,3,626.6666667,163,259,906,45.76630084,4.838275374,26269,906_Moulin_Bat d'Argent_Tremie,906_VR,Capteur inductif Criter,Boucle inductive TV
18h00,278,693,1,278,56,258,908,45.7636002,4.837989506,2453,908_Cordeliers_Moulin_Salles,908_V,Capteur inductif Criter,Boucle inductive TV
18h00,632,697,1,632,150,2294,920,45.78180057,4.81019585,5837,920_Commerce_Danuble_Schumann,920_V,Capteur inductif Criter,Boucle inductive TV
18h00,660,712,1,660,98,2108,955,45.7671671,4.901938638,5581,955_Chambfort_Bourgchanin_Voyant,955_V,Capteur inductif Criter,Boucle inductive TV
18h00,1893,718,3,631,115,2223,1000,45.78396396,4.849456059,20541,1000_Charles de Gaulle_Geoges V_Interpol,1000_VR,Capteur inductif Criter,Boucle inductive TV
18h00,484,770,1,484,99,499,1086,45.77245938,4.864569924,6614,1086_Philip_Fortunet_Peri,1086_V,Capteur inductif Criter,Boucle inductive TV
18h00,171,771,1,171,126,451,1087,45.77869849,4.866644961,1491,1087_Condorcet_11 Nov._Bruxelles,1087_V,Capteur inductif Criter,Boucle inductive TV
